id_survey,date_of_survey,ticket_system,overall_rating,ease_of_use,likelihood_to_recommend,overall_text,fill_survey,customer_satisfaction,is_satisfied,nps_category,vader_sentiment,transformer_sentiment
T_04731,2024-12-28,Zoho Desk,5.0,5.0,9.0,"Pros:I love each andevery serviceprovided by zoho. Be it CRM, Desk, invoices etc. In terms of support these guys are good. Right now i am using CRM and invoices and loved the UI/UX.",Responded,Satisfied,1.0,Promoter,Positive,Positive
T_00112,2024-09-05,Zoho Desk,,,,,Not Responded,Not Satisfied,,,,
T_03240,2024-11-30,Freshdesk,,,,,Not Responded,Not Satisfied,,,,
T_00581,2024-09-22,Zendesk,,,,,Not Responded,Not Satisfied,,,,
T_04173,2024-12-17,Zoho Desk,5.0,3.0,7.0,Pros:- Has tons of features- Covers almost every requirement- Good channel management- Categorisation is great.- Better for larger teams- Fairly usable UI...,Responded,Satisfied,1.0,Passive,Positive,Positive
T_03060,2024-11-26,Freshdesk,5.0,4.0,8.0,Pros:Very user-friendly. Nice searching and filtering tools.Good API.Lots of automation options.Their support team is very quick to respond.,Responded,Satisfied,1.0,Passive,Positive,Positive
T_04748,2024-12-28,Freshdesk,5.0,5.0,10.0,Ability to assure my customers that their issues will be addressed,Responded,Satisfied,1.0,Promoter,Positive,Neutral
T_04079,2024-12-15,Freshdesk,5.0,5.0,10.0,I benefit price wise and usability factors great features helpful with customer service great experience with Freshworks support on any question I have and always get a thorough response our company has used this for years and will continue to do so,Responded,Satisfied,1.0,Promoter,Positive,Positive
T_01945,2024-11-02,ServiceNow,5.0,3.0,7.0,I personally love it. I know that it is hard to learn but I think it's a very valuable tool and will help our company grow and be the best it can be with the automation that ServiceNow allows.,Responded,Satisfied,1.0,Passive,Positive,Positive
T_01955,2024-11-03,Zoho Desk,,,,,Not Responded,Not Satisfied,,,,
T_02630,2024-11-17,Freshdesk,4.0,5.0,9.0,"Easy to pick up and use right away; minimal training required. I appreciate having a centralized location to view, manage, and reply to all of my tickets. It's a benefit if you can combine prepared replies with your own expertise.",Responded,Satisfied,1.0,Promoter,Positive,Positive
T_02271,2024-11-09,Jira Service Management,,,,,Not Responded,Not Satisfied,,,,
T_00218,2024-09-08,Zendesk,5.0,5.0,10.0,Overall i am happy with Zendesk and using it from past more than 8 years now.,Responded,Satisfied,1.0,Promoter,Positive,Positive
T_03341,2024-12-02,Zendesk,4.0,3.0,8.0,"Pros:Zendesk does service desk really well in terms of the basic functionalities like ticket management, triaging, tracking, and routing. Zendesk also offers add-ons for sales CRM, live chat support, and other apps that a SMB might need as it scales its operations and teams. Integrations with other platforms like CRM, Marketing Automation, customer data platforms, and messaging platforms such as Slack are relatively turnkey and require little involvement from developers.",Responded,Satisfied,1.0,Passive,Positive,Positive
T_01803,2024-10-29,Freshdesk,,,,,Not Responded,Not Satisfied,,,,
T_02923,2024-11-23,Zoho Desk,,,,,Not Responded,Not Satisfied,,,,
T_02138,2024-11-07,Zoho Desk,,,,,Not Responded,Not Satisfied,,,,
T_04142,2024-12-16,Freshdesk,5.0,5.0,10.0,We love freshdesk!,Responded,Satisfied,1.0,Promoter,Positive,Positive
T_01673,2024-10-26,Zoho Desk,,,,,Not Responded,Not Satisfied,,,,
T_03293,2024-12-01,Zendesk,4.0,5.0,8.0,"My Service Provider Specialist team utilizes Zendesk daily to track tickets submitted by internal and external users. I am able to manage and report on open ticket times, see real time ticket queue counts, and assign tickets as needed to to members. Overall it has been a very smooth process but when Zendesk goes down it causes a lot of confusion an frustration to outside parties attempting to communicate to our company",Responded,Satisfied,1.0,Passive,Negative,Neutral
T_00754,2024-09-29,Freshdesk,4.0,5.0,9.0,Freshdesk has been a great solution for our team which has allowed us to fill a gap to collect implementation issues during our projects. The Freshdesk support staff have all been excellent and quick to respond. They even have helped out when we migrated our domain and needed to switch account names to align with rebranding the company. They're definitely worth checking out!,Responded,Satisfied,1.0,Promoter,Positive,Positive
T_00329,2024-09-13,Freshdesk,,,,,Not Responded,Not Satisfied,,,,
T_03843,2024-12-11,Zoho Desk,5.0,5.0,9.0,"Pros:Comparing Feature to Feature, Desk form Zoho is more bang for the buck.There are so many ways to set it up and adjust it to your needs.Adding workflow and automation is great, and the baked in Remote Support, a must have in my mind",Responded,Satisfied,1.0,Promoter,Positive,Positive
T_02904,2024-11-22,otrs,5.0,5.0,10.0,It's a great daily ticket email system.,Responded,Satisfied,1.0,Promoter,Positive,Positive
T_02223,2024-11-08,Jira Service Management,,,,,Not Responded,Not Satisfied,,,,
T_00672,2024-09-26,Freshdesk,5.0,5.0,9.0,"We needed to migrate from a support solution that was bought out by Microsoft.Microsoft CRM Dynamics was too expensive, so we reviewed over a dozen solution providers.The Freshworks team worked with us to ensure we had a successful implementation (3 months - part time).They were also very receptive to our feedback and have incorporated those ideas into Freshdesk.We just got done adding another SSL certificate for our latest product's portal.The support team came through again with flying colors!",Responded,Satisfied,1.0,Promoter,Positive,Positive
T_03221,2024-11-29,Jira Service Management,4.0,5.0,10.0,"Pros:I like how easy JIRA Service Desk can be configured. It comes with templates out of the box so you can easily create a Service Desk in a few seconds, which can then be configured to fit your business needs. The interface is also very modern and easy for user to use and navigate. It also comes with automation rules (customizable) which can save a lot of time for your support staff!",Responded,Satisfied,1.0,Promoter,Positive,Positive
T_00016,2024-09-01,Zendesk,5.0,5.0,9.0,"Pros:Ease of use,customization to business needs, integration with Good data for visualization easy exporting for analysis.",Responded,Satisfied,1.0,Promoter,Positive,Positive
T_02837,2024-11-21,Zendesk,,,,,Not Responded,Not Satisfied,,,,
T_03663,2024-12-08,Zoho Desk,4.0,4.0,8.0,"Pros:Seems easy to use, a lot of good features, still exploring",Responded,Satisfied,1.0,Passive,Positive,Positive
T_03436,2024-12-04,Zoho Desk,,,,,Not Responded,Not Satisfied,,,,
T_00394,2024-09-15,Jira Service Management,4.0,4.0,7.0,"Very useful, one-stop solution with related to ITSM, Ticketing and change management.",Responded,Satisfied,1.0,Passive,Positive,Positive
T_04087,2024-12-15,Zendesk,4.0,4.0,6.0,"Zendesk is our ticketing platform at present. Again, it helps us connect with our employees who need assistance whenever necessary. Another feature of the software is it can host a page containing a library of helpful articles and documentation for our customers. These articles can also have secured visibility by assigning user segments allowing us to manage effectively.",Responded,Satisfied,1.0,Detractor,Positive,Positive
T_02524,2024-11-14,otrs,,,,,Not Responded,Not Satisfied,,,,
T_00003,2024-09-01,Zoho Desk,5.0,5.0,10.0,"Super recommended tool, facilitates ticket assignment and monitoring, in addition to keeping the end user informed",Responded,Satisfied,1.0,Promoter,Positive,Positive
T_00773,2024-09-30,Freshdesk,4.0,5.0,9.0,One of my favorite features of Freshdesk is the wide variety of tools available for providing excellent customer service. The ticketing system is one of many notable features since it efficiently organizes consumer inquiries and guarantees that none are overlooked.,Responded,Satisfied,1.0,Promoter,Positive,Positive
T_04193,2024-12-17,Zendesk,,,,,Not Responded,Not Satisfied,,,,
T_04559,2024-12-24,Jira Service Management,5.0,5.0,10.0,5 stars - the best ITSM product I've used so far.,Responded,Satisfied,1.0,Promoter,Positive,Positive
T_02793,2024-11-20,Freshdesk,5.0,5.0,10.0,"Our experience with Freshdesk has been amazing, and we had done a free trial and two demos before we made the final decision. Our end users find the product easy to use, and our customers say it looks a lot more professional that what we originally had.",Responded,Satisfied,1.0,Promoter,Positive,Positive
T_00410,2024-09-16,Zendesk,4.0,4.0,8.0,Great for business,Responded,Satisfied,1.0,Passive,Positive,Positive
T_02044,2024-11-05,Zoho Desk,5.0,5.0,8.0,"Pros:Easy to add tags, add filters, look at reports on how the team has been doing.",Responded,Satisfied,1.0,Passive,Neutral,Positive
T_04716,2024-12-27,Zendesk,,,,,Not Responded,Not Satisfied,,,,
T_00962,2024-10-06,Zoho Desk,5.0,5.0,10.0,"It has been a very positives experience, we are getting organized.",Responded,Satisfied,1.0,Promoter,Positive,Positive
T_03358,2024-12-02,ServiceNow,,,,,Not Responded,Not Satisfied,,,,
T_00829,2024-10-02,Zoho Desk,4.0,5.0,10.0,"Pros:Highly configurable and user intuitive , minute access controls , meets all security compliance , easy to set up .",Responded,Satisfied,1.0,Promoter,Positive,Positive
T_00582,2024-09-22,Zendesk,,,,,Not Responded,Not Satisfied,,,,
T_00679,2024-09-26,Zendesk,,,,,Not Responded,Not Satisfied,,,,
T_01722,2024-10-27,Freshdesk,,,,,Not Responded,Not Satisfied,,,,
T_01154,2024-10-10,Jira Service Management,5.0,5.0,9.0,Pros:With Jira SD is easy to find solution for problem. Easy way for report problem and very fast reaction from repairing team.,Responded,Satisfied,1.0,Promoter,Positive,Positive
T_02042,2024-11-05,Zoho Desk,5.0,4.0,8.0,"Pros:I've been using Zoho Desk for several months now and I have to say that it is a great product and has become an integral part of my business. At Zoho Desk you can create a Web page to display your contact information. You can also create a Help Desk system that integrates with your existing Web site. Features include remote support, live chat, knowledge management, Support Ticket Management, Knowledge Base Management, and much more.",Responded,Satisfied,1.0,Passive,Positive,Positive
T_00482,2024-09-18,Zendesk,,,,,Not Responded,Not Satisfied,,,,
T_01133,2024-10-10,Freshdesk,4.0,4.0,10.0,nice experience till now thankyou freshdesk,Responded,Satisfied,1.0,Promoter,Positive,Positive
T_02694,2024-11-18,Zendesk,,,,,Not Responded,Not Satisfied,,,,
T_04223,2024-12-18,Freshdesk,,,,,Not Responded,Not Satisfied,,,,
T_02652,2024-11-17,Zendesk,,,,,Not Responded,Not Satisfied,,,,
T_04506,2024-12-23,Zendesk,4.0,3.0,9.0,"Overall, Zendesk has made the experience wonderful! Despite getting used to the ticketing order, Zendesk offers navigable system that any company should ought to try!",Responded,Satisfied,1.0,Promoter,Positive,Positive
T_02450,2024-11-13,Freshdesk,,,,,Not Responded,Not Satisfied,,,,
T_01849,2024-10-30,Zendesk,3.0,3.0,5.0,"Whenever I, as a customer, see that the company uses Zendesk, I'm preparing for a rocky road ahead.",Responded,Not Satisfied,0.0,Detractor,Neutral,Negative
T_00464,2024-09-18,Zoho Desk,5.0,3.0,8.0,Es una herramienta que te va a permitir organizar y dar diferentes prioridades a las incidencias que ocurran con tus clientes,Responded,Satisfied,1.0,Passive,Neutral,Neutral
T_01561,2024-10-23,Zoho Desk,,,,,Not Responded,Not Satisfied,,,,
T_02548,2024-11-15,Zendesk,5.0,4.0,9.0,Pros:- Very helpful and feature rich software to handle all the customer related queries- The thread feature which will make the internal communication and external communication clear is best thing,Responded,Satisfied,1.0,Promoter,Positive,Positive
T_01881,2024-11-01,Zoho Desk,4.0,4.0,7.0,"Pros:The ticketing system has a nice collaborative flow. Macros, triggers, and other efficiency tools are very helpful.",Responded,Satisfied,1.0,Passive,Positive,Positive
T_04539,2024-12-24,Zendesk,3.0,3.0,8.0,"For all my frustration with Zendesk, The reporting is great, the guys upstairs will love it. I'm just really unclear why ZD doesn't seem to care about their actual users. I'm guessing the answer is that users don't pay the bills, the people printing the reports do.Some alternatives to consider are Help Scout, UV Desk, or fresh desk, which are all better UI-wise, but have worse reporting... You'll need to pick your poison.",Responded,Not Satisfied,0.0,Passive,Negative,Negative
T_00211,2024-09-08,Zendesk,3.0,4.0,8.0,"Pretty good, most platforms like this usually have little tweaks that need to be made but this is managed centrally which is a benefit.",Responded,Not Satisfied,0.0,Passive,Positive,Positive
T_00883,2024-10-03,Freshdesk,5.0,5.0,10.0,Our whole support division is based on this software.,Responded,Satisfied,1.0,Promoter,Positive,Neutral
T_01600,2024-10-24,Zoho Desk,5.0,5.0,10.0,Pros:Easy to UseIntegration with other Zoho AppsAdvanced ReportsEasily Customizable,Responded,Satisfied,1.0,Promoter,Neutral,Positive
T_04849,2024-12-30,Zoho Desk,5.0,5.0,10.0,Pros:The way everything an organisation requires comes under it.,Responded,Satisfied,1.0,Promoter,Neutral,Neutral
T_00404,2024-09-16,Zoho Desk,5.0,2.0,8.0,I don't have to pay for multiple apps because this one provides a them,Responded,Satisfied,1.0,Passive,Positive,Positive
T_02805,2024-11-20,Zendesk,5.0,5.0,9.0,"Our experience has been great, very little issues with software or integrations.",Responded,Satisfied,1.0,Promoter,Positive,Positive
T_00873,2024-10-03,Zoho Desk,3.0,4.0,8.0,easy for handling client queries,Responded,Not Satisfied,0.0,Passive,Positive,Neutral
T_00380,2024-09-15,Freshdesk,,,,,Not Responded,Not Satisfied,,,,
T_00595,2024-09-23,Freshdesk,5.0,4.0,8.0,"all problems ar mentioned in the cons, overall we are satisfied",Responded,Satisfied,1.0,Passive,Neutral,Positive
T_02676,2024-11-18,Freshdesk,4.0,4.0,7.0,"I think Freshdesk is great if you're looking for a low-cost platform for customer service, it solved our issue with redirecting clients to a specific rep for better support. But, when it comes to integrations, I think they have a lot to improve on.",Responded,Satisfied,1.0,Passive,Positive,Positive
T_03762,2024-12-09,otrs,,,,,Not Responded,Not Satisfied,,,,
T_01253,2024-10-13,ServiceNow,5.0,5.0,10.0,ServiceNow has allowed my team and me to assist users in my field as well as manage machine inventory. An easy-to-use tool with a plethora of functions and services.,Responded,Satisfied,1.0,Promoter,Positive,Positive
